"grupo";"salario"
"g1";2808,00319958142
"g1";3809,80786770289
"g1";7405,49788040807
"g1";1038,79367832195
"g1";4077,08744336581
"g1";4553,02014658224
"g1";4388,2789119469
"g1";6900,85740896146
"g1";5757,39818973663
"g1";3856,70453349556
"g1";5703,39454131154
"g1";1394,23778940713
"g1";6752,84188002112
"g1";3452,44459425456
"g1";8618,27757434017
"g1";5914,99572919286
"g1";5823,27336193267
"g1";2731,39445437896
"g1";4835,08721757808
"g1";3637,31163739222
"g1";10644,8860779014
"g1";5087,68835641001
"g1";5886,44915652743
"g1";6518,06832553542
"g1";6369,52618919444
"g1";3536,51964241605
"g1";5866,92351268033
"g1";2555,25752001425
"g1";4962,65187012706
"g1";2298,15180169708
"g1";6362,01861527874
"g1";3528,30861335971
"g1";4404,76473398377
"g1";6126,1589552756
"g1";2255,67792189245
"g1";4597,42257778378
"g1";2594,27386317244
"g1";7362,28226205959
"g1";3770,17854196768
"g1";7283,48691822687
"g1";6880,9672772633
"g1";7441,57062543568
"g1";8333,79310442582
"g1";2404,53898285972
"g1";3488,5753293794
"g1";5573,25184905729
"g1";2715,68883701004
"g1";6350,94161759931
"g1";5750,11257886567
"g1";7203,81545833021
"g1";5702,20660179128
"g1";2979,62298796013
"g1";6601,98532394765
"g1";7227,50681538241
"g1";5815,81140674819
"g1";5241,09474310692
"g1";6008,90048649988
"g1";6743,76232419077
"g1";421,113000364583
"g1";2814,48325900281
"g1";3929,48056831153
"g1";4328,15897330027
"g1";1715,95981150173
"g1";1030,83734881375
"g1";6423,98455618357
"g1";6808,12771863338
"g1";3240,71092643131
"g1";6317,6353758013
"g1";6383,57536935757
"g1";5723,81252577236
"g1";2655,1244093047
"g1";6930,80244876012
"g1";6061,56187262813
"g1";1248,62522774997
"g1";4456,11243686243
"g1";8518,56420214866
"g1";1694,42701016842
"g1";6147,40698426251
"g1";5026,72313129696
"g1";6194,52361000305
"g1";6345,12757605696
"g1";2899,464188383
"g1";2542,09225736679
"g1";7969,87946647711
"g1";6355,15491157336
"g1";3201,04704984026
"g1";5540,44012538699
"g1";5269,96718489401
"g1";8384,47307743645
"g1";4114,10385311117
"g1";5716,2915255756
"g1";3585,30291368209
"g1";8150,57603097241
"g1";2378,69892108479
"g1";2750,95412215002
"g1";7038,24436234254
"g1";1714,41875994054
"g1";8075,39979431121
"g1";1879,48302342482
"g1";5922,06628570559
"g1";2241,93272768848
"g1";3908,46443588675
"g1";3673,52566784276
"g1";8613,23014780792
"g1";6652,07253881885
"g1";4013,50570218941
"g1";1700,15218435868
"g1";6426,68631113888
"g1";6718,18545990289
"g1";4848,11722796666
"g1";4120,68666514351
"g1";5698,5223419234
"g1";7520,57944622992
"g1";5446,09724500431
"g1";4310,84078192451
"g1";4162,83389800988
"g1";1111,91128394339
"g1";6119,79015226939
"g1";2515,19063990931
"g1";2888,44802602969
"g1";3691,57578551612
"g1";5736,09415034587
"g1";2570,91471983128
"g1";5562,80751788308
"g1";6043,12122990261
"g1";2564,77775544587
"g1";7985,01592184363
"g1";3398,58488016246
"g1";4834,87257880138
"g1";7999,0428261526
"g1";6627,04576140781
"g1";6281,95492722765
"g1";6067,64622438732
"g1";115,179510962287
"g1";3621,94970328127
"g1";7633,87379690025
"g1";4644,11622831355
"g1";6483,333592846
"g1";4285,63278221588
"g1";9176,17540205418
"g1";4404,41225521275
"g1";5837,11860049232
"g1";3088,45505716308
"g1";3871,01220355065
"g1";3934,76146840069
"g1";5190,30354440294
"g1";8479,52864662595
"g1";7543,57730446375
"g1";5255,45192625774
"g1";3565,34582067707
"g1";6042,96278209683
"g1";3705,66395800633
"g1";3800,35223148465
"g1";4477,23339472211
"g1";8305,72527710048
"g1";6669,03252216284
"g1";4816,85753604101
"g1";2371,81785530086
"g1";4492,50389969462
"g1";1302,56439914068
"g1";5920,2158820988
"g1";2399,69242018948
"g1";8404,41440198823
"g1";6177,3300242319
"g1";5195,28663805224
"g1";5613,71725072434
"g1";4348,16988952856
"g1";7286,93347784012
"g1";3872,80784684083
"g1";5884,05106255209
"g1";6076,035765362
"g1";7295,45829489049
"g1";2671,3081745535
"g1";6323,98750987989
"g1";4041,52814297536
"g1";4037,75565881277
"g1";8444,6817675866
"g1";2276,67001780048
"g1";4284,28979812008
"g1";3154,52386490498
"g1";1927,8897302232
"g1";7373,53936403658
"g1";3729,10639290735
"g1";3425,96673744378
"g1";6341,85303290501
"g1";3461,53470522004
"g1";8236,28083105312
"g1";5075,03430508726
"g1";2179,28070865504
"g1";8189,58237813611
"g1";5572,74988548504
"g1";6888,65380741175
"g1";5681,01844304212
"g1";6420,42948993304
"g1";2255,46347337921
"g1";8235,1602567354
"g1";7021,02087922352
"g1";6088,69287138081
"g1";4737,9841818421
"g1";5976,65331705732
"g1";5754,2983637109
"g1";3715,88243339778
"g1";8977,75260066053
"g1";5208,37617998889
"g1";9391,0459410981
"g1";5429,76970359527
"g1";4224,93247192533
"g1";4506,39500757018
"g1";6966,17105658655
"g1";4325,27303263075
"g1";2737,98185109285
"g1";4266,63632921946
"g1";8359,38346964181
"g1";5304,52805579338
"g1";8024,92683941359
"g1";2444,02782858148
"g1";5836,2608328587
"g1";4368,26760688302
"g1";7152,58373758466
"g1";4269,8317635676
"g1";8894,65394912538
"g1";3863,04965254655
"g1";7511,01975989067
"g1";3461,11564650104
"g1";5101,96461084069
"g1";4040,61860979934
"g1";4609,02005711883
"g1";8164,46011801291
"g1";7011,70323235608
"g1";4522,51733818365
"g1";5909,3111320315
"g1";6877,22459433221
"g1";5480,59438279499
"g1";1471,13776717944
"g1";5495,53866341065
"g1";5582,46518558907
"g1";7534,53542759364
"g1";6695,0398495405
"g1";4497,73082506011
"g1";6154,30111459259
"g1";7100,68362289607
"g1";2669,84428394451
"g1";5008,02431141104
"g1";5357,97488323523
"g1";5856,53962533192
"g1";3045,06939587734
"g1";5900,90447322361
"g1";3139,2539897313
"g1";4365,46388775804
"g1";4242,58436557857
"g1";5769,61322329834
"g1";2229,54492005304
"g1";7391,02294777447
"g1";4808,46735515717
"g1";6551,75932379363
"g1";6726,24940513459
"g1";3569,48135886299
"g1";6045,67331498948
"g1";5735,62844770376
"g1";4215,28743799854
"g1";4767,74024704673
"g1";2442,95397754089
"g1";6169,23272960834
"g1";6239,15127029544
"g1";4104,33662205469
"g1";3775,35686479482
"g1";3377,20682793847
"g1";4941,97988300991
"g1";6090,43782646684
"g1";3863,79034226501
"g1";6067,35057920815
"g1";5480,06525926826
"g1";2317,2230971086
"g1";4182,77919809873
"g1";7316,85456388546
"g1";4347,09836499589
"g1";8204,06940098391
"g1";3278,08632091169
"g1";6695,74554775348
"g1";4967,61954918887
"g1";5375,52082049695
"g1";3386,58257272003
"g1";8127,26978670843
"g1";7082,87001286076
"g1";1415,23569879033
"g1";3957,74600172033
"g1";4358,46626102114
"g1";4659,44299621367
"g1";6001,34594707282
"g1";5794,93243901668
"g1";4121,27029272462
"g1";5327,23548248346
"g1";7634,21189477149
"g1";7220,07396524272
"g1";3796,11074441877
"g1";4750,832559525
"g1";2370,4755619396
"g1";5011,91726208451
"g1";6267,74701325061
"g1";6337,68939587918
"g1";4582,8734722374
"g1";3442,71956106679
"g1";7007,88581776139
"g1";4667,80845561744
"g1";4229,15368125262
"g1";4793,92706686705
"g1";6381,81409926522
"g1";3020,7333897065
"g1";7049,43449916218
"g1";3511,91433187386
"g1";6514,90512268702
"g1";5179,36958268573
"g1";3682,64169914157
"g1";5945,23491962266
"g1";2833,61899388021
"g1";2245,4097344199
"g1";5517,02822879635
"g1";6615,65379365159
"g1";5869,38980445219
"g1";4213,4509965993
"g1";6011,24482293472
"g1";5980,58919981133
"g1";1861,98430333771
"g1";8154,86931767442
"g1";5144,63530120949
"g1";2887,30801645014
"g1";5943,33707563894
"g1";6596,02570758698
"g1";6250,46750383748
"g1";3014,55060673995
"g1";4637,21992831537
"g1";4669,26999169082
"g1";5775,60720995758
"g1";5021,45095678767
"g1";585,871715161482
"g1";5888,72791540626
"g1";5899,5697866222
"g1";4936,59465581316
"g1";9518,17593849957
"g1";8179,99426740429
"g1";5847,64035860194
"g1";4673,74427878097
"g1";4691,99179926277
"g1";4318,7836146631
"g1";4379,33373243275
"g1";4790,88259838464
"g1";5677,62836685382
"g1";4560,27817845841
"g1";10124,9040465649
"g1";2603,16453112683
"g1";3777,14024969792
"g1";5563,70550366641
"g1";3202,74248583163
"g1";2835,0380050078
"g1";1965,49153217016
"g1";6455,81160529117
"g1";4799,9811174837
"g1";6553,95569412685
"g1";6822,27811452335
"g1";3329,29751423348
"g1";3792,3086201159
"g1";5270,87412585408
"g1";5498,8995484777
"g1";6624,31738306878
"g1";2621,99488954459
"g1";5756,49700658449
"g1";6086,0742539376
"g1";5637,58338267602
"g1";2489,58912526169
"g1";4953,02893715999
"g1";3686,12847642894
"g1";3214,08607067759
"g1";5927,7129109572
"g1";3688,79451581542
"g1";5818,52001869141
"g1";3000,61657772369
"g1";5479,11839812827
"g1";4844,29494885649
"g1";4105,69060178616
"g1";6576,27782725939
"g1";3869,78858258196
"g1";179,684926054922
"g1";6945,48165034508
"g1";2865,90853846647
"g1";5299,71673903923
"g1";6995,3628577134
"g1";3001,69065588686
"g1";5894,64507871446
"g1";8425,75464264887
"g1";6500,45518954158
"g1";8333,51923368302
"g1";3697,04458053694
"g1";1757,29056432598
"g1";5839,38117558123
"g1";4035,4034227335
"g1";7267,7905087854
"g1";4873,36251147958
"g1";6612,10651489252
"g1";1840,34785241002
"g1";2783,42291114042
"g1";3474,69890514439
"g1";3661,86358015775
"g1";5014,85319339966
"g1";6795,43189652324
"g1";5688,6458154747
"g1";6169,86282057121
"g1";9192,14966511101
"g1";3499,55837064372
"g1";3538,08161502192
"g1";7306,96020775972
"g1";3508,12429491643
"g1";5084,43280289825
"g1";6087,97309384298
"g1";3212,36038312472
"g1";4215,077383752
"g1";7420,71340842519
"g1";3332,19903911504
"g1";4662,52347060999
"g1";2958,91312580693
"g1";4829,64791473002
"g1";3540,93968588197
"g1";4208,05263240993
"g1";4432,51397761034
"g1";1842,43042685464
"g1";4514,00720736762
"g1";4861,05227108847
"g1";5568,16399136493
"g1";1077,29837474912
"g1";5333,23446613088
"g1";3955,06366694997
"g1";4011,28627502343
"g1";3979,16402130238
"g1";4766,30771569976
"g1";6418,34161922513
"g1";3792,1890933515
"g1";5087,26469939023
"g1";5287,60437235156
"g1";4992,8284483812
"g1";7130,44338748679
"g1";6725,51576973515
"g1";4127,36078366618
"g1";4507,30364712282
"g1";4946,38270498429
"g1";4391,87381647787
"g1";6722,12986220692
"g1";5774,23288264157
"g1";1808,73768044812
"g1";3907,60564908256
"g1";1449,98706135376
"g1";9161,66065368848
"g1";5527,8736642037
"g1";4867,14724631518
"g1";4345,42949517525
"g1";5536,07812958856
"g1";4253,46203758127
"g1";3477,70117964886
"g1";4629,87280615671
"g1";3471,34101352429
"g1";7176,82518454118
"g1";4915,9334183319
"g1";2661,3320501069
"g1";5687,417171076
"g1";4393,27644054014
"g1";280,366279538291
"g1";2813,8544948174
"g1";3271,83049849755
"g1";7053,96958311645
"g1";2445,64500439541
"g1";5580,04222407473
"g1";4567,36253824041
"g1";8245,24746790884
"g1";3405,35276101568
"g1";8368,49253120715
"g1";5893,89924724824
"g1";5988,53361415667
"g1";2008,74515576341
"g1";1187,17225038171
"g1";5868,78245146389
"g1";4371,9886790223
"g1";3966,6071395227
"g1";3122,50874662806
"g1";4016,88606872062
"g1";8073,86393102377
"g1";5537,63795406068
"g1";4660,67137921374
"g1";4703,4850207751
"g1";1787,6563176552
"g1";1744,02610502823
"g1";5386,75690000208
"g1";7992,2812231626
"g1";5227,81408951699
"g1";7819,26321224153
"g1";6775,31823160524
"g1";7354,97192902292
"g1";4369,93395537454
"g1";5729,65016882751
"g1";7047,49970372739
"g1";3042,78275012223
"g1";8139,17382568538
"g1";6745,49479597459
"g1";6487,15666599109
"g1";2552,56956552229
"g1";3444,74519314928
"g1";5700,51722323197
"g1";3708,07315405463
"g1";7167,68752112972
"g1";4433,52322851655
"g1";3562,11564903724
"g1";7365,33812790182
"g1";5864,51947590058
"g1";6579,63414320502
"g1";7535,78806841932
"g1";4632,69292149993
"g1";2420,69426591167
"g1";6681,55022465464
"g1";2691,34191919905
"g1";3489,2897762722
"g1";4581,50822880132
"g1";7442,2362123062
"g1";5939,43069849463
"g1";8344,46455574069
"g1";3133,50959625651
"g1";8045,14509692382
"g1";8220,17075688182
"g1";5109,95714927391
"g1";3692,16358152327
"g1";7663,35623432728
"g1";4635,19743965647
"g1";4134,95372114493
"g1";3356,12719511503
"g1";9072,67369462975
"g1";1312,40466316712
"g1";4630,87302907842
"g1";4101,03291997597
"g1";9270,46679366688
"g1";6478,33923212188
"g1";4661,92953045072
"g1";3648,57291189586
"g1";6396,75365252707
"g1";4440,52271754745
"g1";5863,65841683152
"g1";7296,49701563386
"g1";2976,94792249427
"g1";4263,53199757913
"g1";3742,66504286052
"g1";4443,15187442853
"g1";5710,59649828402
"g1";3112,3021907461
"g1";5456,21742704053
"g1";5146,7328714038
"g1";6129,78995413183
"g1";7013,98312062679
"g1";9096,75650293674
"g1";6126,32221286446
"g1";7006,12733650234
"g1";2829,87534513331
"g1";5791,0479978128
"g1";5499,21498515835
"g1";8424,80132814269
"g1";6313,6554891459
"g1";2035,23435886396
"g1";6078,99142157118
"g1";5502,47645408984
"g1";8984,35954411164
"g1";7308,38854558889
"g1";7074,83218988153
"g1";4018,01996616907
"g1";4788,01866766101
"g1";5469,83381710001
"g1";3809,28821869801
"g1";5652,61658151288
"g1";7121,40559990551
"g1";5033,84898145135
"g1";5864,73129980866
"g1";5250,79534818459
"g1";5301,59452679103
"g1";1564,80329135944
"g1";2816,10645405581
"g1";6040,36992503313
"g1";5662,55326248749
"g1";5451,79652367948
"g1";6939,5853407352
"g1";2675,76023117304
"g1";6476,16785887533
"g1";5996,78593667047
"g1";5358,0297608569
"g1";4995,90949029331
"g1";4099,48452041439
"g1";2918,5062746495
"g1";4467,1908251757
"g1";1752,67961017342
"g1";3015,18542608429
"g1";4920,73575849661
"g1";5037,32240411545
"g1";5970,26835441771
"g1";3460,6341377069
"g1";2674,71669823957
"g1";3040,42569019091
"g1";8820,10354501422
"g1";6349,44492619369
"g1";8191,33947366648
"g1";7774,06508478595
"g1";4644,02239322591
"g1";4733,01025731902
"g1";6051,9304335759
"g1";2218,91894058195
"g1";2502,47824098433
"g1";6081,64577867182
"g1";1805,20944108078
"g1";7605,3435190238
"g1";5654,67319293722
"g1";8054,06696218231
"g1";7399,28633960341
"g1";4372,43725906084
"g1";5182,10349587348
"g1";4262,73663389154
"g1";3643,4350705272
"g1";5607,81704851517
"g1";8148,16485267465
"g1";3499,7294400247
"g1";1455,41871946846
"g1";5347,83007774203
"g1";3626,39430595166
"g1";5878,49118607176
"g1";9207,15017968953
"g1";6375,78611406486
"g1";8528,8472828936
"g1";4522,23863602951
"g1";8516,83226225587
"g1";3677,93512437731
"g1";6880,90358312984
"g1";8258,98357135692
"g1";5833,14573579671
"g1";4826,14435923555
"g1";4145,14522741548
"g1";3983,41160488999
"g1";4959,03445195563
"g1";1429,85631661817
"g1";2503,55713498838
"g1";5782,25978038904
"g1";3527,34184938124
"g1";4619,736088443
"g1";5512,45012179543
"g1";4828,3390946688
"g1";2019,1779874062
"g1";5362,26637243034
"g1";6138,1031860167
"g1";-722,513383965878
"g1";7478,3127927391
"g1";5955,93011445304
"g1";2894,64031377934
"g1";4304,07013769908
"g1";3902,51326093934
"g1";5017,01632948642
"g1";3526,02328497707
"g1";8933,22701768464
"g1";6576,34398789388
"g1";9321,42378602122
"g1";1988,43637237297
"g1";6119,70836759681
"g1";2094,13799145105
"g1";6701,86572558575
"g1";6043,68789728669
"g1";9675,74074627822
"g1";4544,63151576118
"g1";5298,79690378362
"g1";7274,4623785607
"g1";5610,4279264271
"g1";5711,80187482766
"g1";10700,1715668287
"g1";6308,29057932387
"g1";5678,66305300741
"g1";5029,14213185487
"g1";3315,52989386759
"g1";5772,49865511497
"g1";5773,29867255631
"g1";4652,15243271974
"g1";4892,12041870962
"g1";3082,081726578
"g1";2828,3081335677
"g1";7752,19501055695
"g1";6829,5363811433
"g1";4067,62911947398
"g1";5552,12699326761
"g1";7993,05981863122
"g1";1517,52111106033
"g1";6981,12102172091
"g1";3544,98942327943
"g1";4171,59881792514
"g1";4044,98824533538
"g1";1785,13368157241
"g1";6267,14545019326
"g1";6852,46196881339
"g1";1213,31870574452
"g1";4259,89271552573
"g1";5583,81815096553
"g1";2967,98389289678
"g1";4378,53583188765
"g1";6877,4662308586
"g1";6435,11981150886
"g1";7775,51818329304
"g1";4463,91841385617
"g1";5709,84766118662
"g1";5294,33141622477
"g1";5017,35034820928
"g1";6235,68376516819
"g1";2202,90371053646
"g1";5696,115033378
"g1";4827,49716315357
"g1";3111,41074142355
"g1";2622,62139419209
"g1";3706,61419502723
"g1";7119,24084582609
"g1";4466,36566452158
"g1";6421,32541760128
"g1";7028,93046008635
"g1";4719,01816755208
"g1";4209,90643257105
"g1";5347,9743078686
"g1";5035,26138066332
"g1";3526,66448234988
"g1";8509,41529570354
"g1";2814,79857951995
"g1";9499,97821700635
"g1";3479,55375849171
"g1";6119,69094561065
"g1";5061,24184775085
"g1";4678,30426912317
"g1";6601,20499845212
"g1";879,38579001082
"g1";4903,70059534888
"g1";6306,39000016217
"g1";7643,69984331974
"g1";5673,4030504516
"g1";4733,64276785535
"g1";5893,23885723488
"g1";2578,4779720221
"g1";3020,44854550335
"g1";3766,08719176812
"g1";5076,41942158553
"g1";4932,3045742112
"g1";2251,00283908271
"g1";8286,24972080067
"g1";766,104258315997
"g1";7154,57045856813
"g1";3627,02437198984
"g1";4952,01824103961
"g1";4248,6599641821
"g1";3326,91102736798
"g1";7761,4171487037
"g1";5292,82217705525
"g1";3892,87459809959
"g1";7421,27701785122
"g1";6759,1792363225
"g1";8534,07878820512
"g1";1611,20038808847
"g1";3247,18054034612
"g1";1759,37148138265
"g1";5300,79247479341
"g1";3904,36939690206
"g1";9369,01297771459
"g1";3787,81435473634
"g1";4851,29547781916
"g1";3773,37990265968
"g1";5056,50237557995
"g1";4786,15512964983
"g1";6383,7531441261
"g1";1270,18810108035
"g1";290,228020296978
"g1";7428,34433469783
"g1";4910,34670248412
"g1";6231,25232465219
"g1";5388,82151568408
"g1";8253,53728338197
"g1";7552,19137754619
"g1";4515,41914597431
"g1";8540,05568453126
"g1";7130,230088592
"g1";6862,34066309847
"g1";1817,40594850288
"g1";7696,58631783383
"g1";4359,38938381385
"g1";7058,89211547881
"g1";3518,29657579926
"g1";5430,20244328088
"g1";5012,03585129748
"g1";6797,04536625468
"g1";4541,05833171635
"g1";3479,8126064737
"g1";3347,71810780048
"g1";5919,01172217285
"g1";245,686252812686
"g1";3807,06572984288
"g1";3504,46969011372
"g1";6523,10524273293
"g1";4550,18110669222
"g1";6038,93158076475
"g1";4853,97546126116
"g1";5566,18055894603
"g1";6474,72941370245
"g1";4237,39244943578
"g1";4559,06568243924
"g1";4959,26306862955
"g1";4598,12207377863
"g1";3645,27162451917
"g1";1515,03588073965
"g1";4662,52783092572
"g1";5487,62674197145
"g1";5025,30306649938
"g1";6595,55215118972
"g1";3380,72119097438
"g1";3274,61732249421
"g1";5271,27006325636
"g1";5261,24223362422
"g1";7302,20631620507
"g1";4085,21201056051
"g1";3018,24214382389
"g1";5108,642724749
"g1";8387,33867334491
"g1";3024,1618195383
"g1";5065,78099865064
"g1";4796,54635632813
"g1";5000,47528395508
"g1";5606,59900606419
"g1";2777,60047400326
"g1";4347,54863486187
"g1";4992,13677225752
"g1";5145,5698011832
"g1";3833,15813741784
"g1";7701,9236027913
"g1";6627,30790796329
"g1";2821,86379402992
"g1";9865,96182750634
"g1";5877,62039959677
"g1";5624,10444545422
"g1";7303,27838530883
"g1";4497,30450497839
"g1";6819,00693635018
"g1";2395,48531718433
"g1";1380,63725448009
"g1";3511,74626350541
"g1";2141,74027073969
"g1";2093,41319892483
"g1";7044,73333831284
"g1";5903,58397291845
"g1";4867,03592770448
"g1";-886,993966563236
"g1";2606,92906939032
"g1";3679,66945855133
"g1";7203,69021927487
"g1";3617,29196555976
"g1";4050,04883402751
"g1";5620,81835757888
"g1";3617,47543891307
"g1";4211,63103329743
"g1";7705,2826482975
"g1";2107,98807670162
"g1";5869,62230736425
"g1";3472,40634395827
"g1";6756,92514245687
"g1";5767,65042801903
"g1";7662,3007140091
